0.000000000000000000e+00 7.828341733133956648e-01
3.141592653589793394e-02 8.000015072450752385e-01
6.283185307179586787e-02 8.292096892916989148e-01
9.424777960769378793e-02 8.424215603966496158e-01
1.256637061435917357e-01 8.428959495694567927e-01
1.570796326794896558e-01 8.336591829310158186e-01
1.884955592153876036e-01 8.152981184796973535e-01
2.199114857512855237e-01 7.930528956824618447e-01
2.513274122871834715e-01 7.771306981019595606e-01
2.827433388230813360e-01 7.741657874273939477e-01
3.141592653589793116e-01 7.849261680607187985e-01
3.455751918948771761e-01 8.253958259247553553e-01
3.769911184307751517e-01 8.741517563039549188e-01
4.084070449666730163e-01 9.041627562372310800e-01
4.398229715025709918e-01 8.988546685218851140e-01
4.712388980384688564e-01 8.588764074710485419e-01
5.026548245743668319e-01 8.132515570353217038e-01
5.340707511102648075e-01 8.139057673935207182e-01
5.654866776461627831e-01 8.450471266924183267e-01
5.969026041820607587e-01 8.634467501600436856e-01
6.283185307179587342e-01 8.570002368383606850e-01
6.597344572538567098e-01 8.461708072526670232e-01
6.911503837897546854e-01 8.400072595948623322e-01
7.225663103256526609e-01 8.346782762539434186e-01
7.539822368615506365e-01 8.290457296970984435e-01
7.853981633974486121e-01 8.246365764694724154e-01
8.168140899333465876e-01 8.200141187450333824e-01
8.482300164692445632e-01 8.137730250147927613e-01
8.796459430051425388e-01 8.057394822339792873e-01
9.110618695410405143e-01 7.963573273662681862e-01
9.424777960769384899e-01 7.860884947132409373e-01
9.738937226128364655e-01 7.755542344967442103e-01
1.005309649148734330e+00 7.676075625330636143e-01
1.036725575684632528e+00 7.622896065389701548e-01
1.068141502220530281e+00 7.588199190245956682e-01
1.099557428756428479e+00 7.571596578598158711e-01
1.130973355292326232e+00 7.572241662735433865e-01
1.162389281828224430e+00 7.579522173322511547e-01
1.193805208364122183e+00 7.591824241309235166e-01
1.225221134900020381e+00 7.603515597360578360e-01
1.256637061435918135e+00 7.616927430347187888e-01
1.288052987971816332e+00 7.636984148873990907e-01
1.319468914507714086e+00 7.661612444031392632e-01
1.350884841043612283e+00 7.694680580399774206e-01
1.382300767579510037e+00 7.736180130660273990e-01
1.413716694115408234e+00 7.791417895737962063e-01
1.445132620651305988e+00 7.871488475661549966e-01
1.476548547187204186e+00 7.945861614959875974e-01
1.507964473723101939e+00 8.000110486240283869e-01
1.539380400259000137e+00 8.030372740175496515e-01
1.570796326794897890e+00 7.993365276531141372e-01
1.602212253330796088e+00 7.974954260646869297e-01
1.633628179866693841e+00 7.867823404498153206e-01
1.665044106402592039e+00 7.558730852600534789e-01
1.696460032938489793e+00 7.409023956318140369e-01
1.727875959474387990e+00 7.281604831792932719e-01
1.759291886010285744e+00 6.561020094464701247e-01
1.790707812546183941e+00 4.713434348417837039e-01
1.822123739082081695e+00 4.752656585864442618e-01
1.853539665617979892e+00 4.846734364599927791e-01
1.884955592153877646e+00 4.944443398491870090e-01
1.916371518689775844e+00 5.016120699117275761e-01
1.947787445225673597e+00 5.076619276380029966e-01
1.979203371761571795e+00 5.130336532089876389e-01
2.010619298297469548e+00 5.178606246233915522e-01
2.042035224833367302e+00 5.226523667441902443e-01
2.073451151369265055e+00 5.278451331068834129e-01
2.104867077905162809e+00 5.335084187037906212e-01
2.136283004441060562e+00 5.390887949330303019e-01
2.167698930976958316e+00 5.438602239784038339e-01
2.199114857512856069e+00 5.473481046295304298e-01
2.230530784048753823e+00 5.496187458620636068e-01
2.261946710584651576e+00 5.510934062199251970e-01
2.293362637120549330e+00 5.522632235536055756e-01
2.324778563656447083e+00 5.534549638822429118e-01
2.356194490192344837e+00 5.547634618128488571e-01
2.387610416728242591e+00 5.561299513428914487e-01
2.419026343264140344e+00 5.574836520548133167e-01
2.450442269800038098e+00 5.588034138387427685e-01
2.481858196335935851e+00 5.600726615451760981e-01
2.513274122871833605e+00 5.612410077260575614e-01
2.544690049407731358e+00 5.622411969614631300e-01
2.576105975943629112e+00 5.630919705121864016e-01
2.607521902479526865e+00 5.638940633844764516e-01
2.638937829015424619e+00 5.647513820744102242e-01
2.670353755551322372e+00 5.658263028746535195e-01
2.701769682087220126e+00 5.672723873531937411e-01
2.733185608623117879e+00 5.693231807123183552e-01
2.764601535159015633e+00 5.721216243984884597e-01
2.796017461694913386e+00 5.755415781271140396e-01
2.827433388230811140e+00 5.793484620060380674e-01
2.858849314766708893e+00 5.834736753177129920e-01
